gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,IsSenior
1,1,1,1,1.369379058123207,1,2,1,0,2,2,2,2,2,1,1,2,1.4520219682262263,0.7958752308007431,0,1
0,0,1,1,0.06632741908223598,1,2,2,1,1,1,1,1,1,2,0,1,-1.3231790220511994,0.9625151785590713,0,0
0,0,0,0,1.6137012404433893,1,2,1,0,0,2,2,2,2,2,1,1,1.42044782522307,0.8832097683406183,0,0
0,0,1,0,0.5956921474426305,1,2,1,0,0,2,0,2,2,0,1,2,1.1877962451998125,0.32574238668488864,0,0
1,0,0,0,1.125056875803025,1,2,1,0,2,0,0,2,0,0,1,0,0.8354952811645946,0.5149998569597612,0,0
1,0,1,0,1.6137012404433893,0,1,0,2,2,2,0,0,0,2,0,0,-0.7531826509942192,-0.4628991265558564,0,0
0,0,1,1,-0.5851984004382496,1,0,0,0,0,2,2,0,0,1,1,1,-0.34438058895335305,0.9914173962518573,0,0
0,0,0,0,-0.9516816739185228,1,2,1,0,0,0,0,2,2,0,0,2,0.9850570111795457,0.9462041485737936,1,0
0,0,0,0,-1.1960038562387048,1,0,0,0,2,0,2,2,2,0,1,2,0.3502505571160864,-0.9688211676524174,0,0
1,0,1,0,0.5956921474426305,1,2,1,0,2,0,0,0,0,1,1,2,0.46989994112804756,-0.05484792401911945,0,0
0,0,0,0,-0.055833672077855064,1,0,0,0,2,2,2,2,2,2,0,3,0.47987072312904416,-0.8923010195106714,0,0
0,0,1,1,0.7178532386027215,1,0,2,1,1,1,1,1,1,2,0,0,-1.4827115340671475,0.9795589997235095,0,0
1,0,0,0,-0.9109613101984924,1,0,1,2,0,2,0,0,0,0,1,3,0.5014740841312035,0.9576497438684756,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,2,0,0,0,0,3,-0.5221928679711283,0.3822259182242976,0,0
0,0,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,0.30077508708833156,0,0
1,1,1,1,1.2879383306831464,1,2,1,2,0,2,2,2,2,2,1,0,1.5567151792366918,0.7977846462175435,0,1
1,0,1,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,1,0,-1.3464441800535252,0.30077508708833156,0,0
0,0,0,1,-1.1960038562387048,1,0,0,2,0,0,2,0,2,0,1,0,-0.00869759491979612,0.30077508708833156,0,0
0,1,0,0,0.9621754209229036,1,2,1,2,2,2,0,2,2,1,0,2,1.5201556452330371,0.6561048772535415,0,1
0,0,0,0,0.5549717837226001,1,0,0,0,0,0,0,0,2,1,0,1,-0.3028356639492,-0.6665155301257876,0,0
0,0,1,1,-0.9924020376385531,1,0,0,2,2,0,0,0,0,0,0,3,-0.33607160395252245,0.3580910485872628,0,0
1,1,0,0,-0.0965540357978854,1,0,0,2,2,0,0,2,2,0,1,2,0.3319707901142591,-1.6226206370063279,0,1
0,0,1,1,0.5142514200025698,1,2,2,1,1,1,1,1,1,1,1,1,-1.2916048790480432,0.30077508708833156,0,0
0,0,0,1,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.48485611412954227,0.8895385369698976,1,0
0,0,1,1,-0.8702409464784621,0,1,0,2,0,0,0,2,2,0,0,2,-0.47233895796614456,0.5601561361415135,0,0
0,0,1,0,-1.0331224013585834,1,0,1,0,0,2,0,0,0,0,1,0,0.34526516611558833,0.40437944998791653,1,0
0,0,0,0,0.3920903288424788,1,0,1,0,2,2,2,2,2,0,1,0,1.2974748472107767,0.2026295817061146,0,0
0,0,1,0,0.6771328748826912,1,0,2,1,1,1,1,1,1,2,1,0,-1.4827115340671475,0.9976848415718214,0,0
1,0,0,0,-0.9516816739185228,1,2,1,0,2,0,0,2,2,0,1,1,1.1479131171958254,0.97257610073086,0,0
0,0,1,0,0.10704778280226633,1,0,0,2,0,0,0,2,0,1,1,0,-0.08680205392760396,-1.3640390135280827,0,0
0,0,1,1,0.6364125111626608,1,0,2,1,1,1,1,1,1,2,0,0,-1.4660935640654862,0.30077508708833156,0,0
0,0,1,1,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,3,-1.4893587220678117,0.9761733956439145,0,0
1,0,1,0,-0.13727439951791576,0,1,0,0,0,0,0,2,0,0,0,3,-1.0307027500219619,0.30077508708833156,0,0
1,0,1,1,-0.0965540357978854,1,0,1,0,2,2,0,0,0,0,0,0,0.574593152138513,-0.7869101703563401,0,0
1,1,0,0,-1.2774445836787656,1,0,1,0,0,0,2,0,0,0,0,2,0.3303089931140931,0.8352267332233922,0,1
1,0,1,1,1.369379058123207,1,2,0,2,0,2,2,2,2,2,1,3,0.6394032351449919,0.5724787239959734,0,0
0,0,0,0,1.3286586944031769,1,2,1,2,2,2,0,2,2,0,1,1,1.5384354122348645,0.800641950696706,0,0
1,0,0,0,1.6137012404433893,1,2,1,0,2,2,0,2,2,2,1,0,1.2010906212011416,0.8416373560602353,0,0
0,0,0,0,-0.8295205827584317,1,2,1,2,0,0,0,0,0,0,1,2,0.47156173812821356,0.9765722974497002,1,0
1,0,1,1,1.5729808767233588,1,2,0,2,2,0,2,0,0,1,1,1,0.06940686408801149,0.3382792811983085,0,0
1,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,3,-1.4527991880641573,0.30077508708833156,1,0
1,0,0,0,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,0.30077508708833156,0,0
0,1,1,0,-0.30015585439803716,1,0,1,0,2,2,0,2,2,0,1,2,1.1213243651931677,-0.8517771074080982,1,1
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-2.059747056066256,0,0
0,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.505976692069473,-2.809432165024553,0,0
1,0,0,0,0.22920887396235737,1,2,1,0,0,2,2,2,0,1,0,0,1.0049985751815391,-0.07461961611789898,0,0
0,1,1,0,1.369379058123207,0,1,0,0,2,2,0,2,0,1,0,0,-0.6385186579827569,-0.40409541382375286,0,1
1,0,1,0,1.4508197855632678,1,2,1,0,2,2,2,2,2,2,1,0,1.503537675231376,0.8601783239286918,1,0
1,0,0,0,-1.1145631287986442,0,1,0,0,0,0,0,0,0,0,0,3,-1.3447823830533592,0.30077508708833156,0,0
0,0,1,1,1.6137012404433893,1,2,1,2,2,0,0,2,2,1,1,2,1.3091074262119398,0.8234435853095771,0,0
0,0,0,0,-0.015113308357824713,0,1,0,2,0,0,0,0,0,1,0,3,-1.150352134033923,0.9767716886974633,0,0
1,0,0,0,0.43281069256250915,1,2,1,0,0,0,0,2,2,1,0,3,0.9833952141793793,0.05169966651278228,0,0
1,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,0.30077508708833156,0,0
1,0,1,0,0.9214550572028734,1,2,1,2,2,0,0,2,0,0,1,2,1.0631614701873533,0.47002687197578497,1,0
0,0,0,0,0.7992939660427822,1,0,0,2,0,2,2,0,0,1,0,1,-0.22639300194155818,-0.39462239631450696,0,0
0,0,0,0,0.43281069256250915,1,0,1,0,2,2,0,2,0,0,1,2,0.893658176170409,0.06270106854698214,0,0
0,1,1,0,0.18848851024232702,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368512007346,-0.5352766584403726,1,1
0,0,1,1,1.2879383306831464,0,1,0,0,2,0,2,2,2,2,1,2,-0.33773340095268845,-0.1672083636102113,0,0
1,0,1,1,-1.1960038562387048,1,0,1,2,2,0,0,2,0,0,0,2,0.8338334841644282,-0.9118771105758149,0,0
0,0,0,0,0.14776814652229667,0,1,0,2,0,0,0,0,0,2,0,0,-1.1204397880309327,0.30077508708833156,0,0
0,0,1,1,-0.9109613101984924,1,2,1,2,0,0,0,2,2,0,1,2,1.1794872601989819,0.30077508708833156,1,0
0,0,0,0,0.35136996512244845,1,0,2,1,1,1,1,1,1,2,0,3,-1.4660935640654862,0.9308758456208942,0,0
1,0,1,1,-0.21871512695797646,1,2,1,0,2,0,2,0,0,0,1,1,0.6792863631489789,-1.5526920087148117,0,0
0,0,1,1,0.9621754209229036,1,2,1,0,0,2,0,2,2,1,1,1,1.1645310871974868,0.5310063988831025,0,0
0,0,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.46443176706532,0.30077508708833156,0,0
1,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.32033821111309646,-1.2124854767787625,1,0
0,0,1,1,-1.0331224013585834,1,0,0,2,0,0,0,0,0,0,0,3,-0.467353566965646,-0.12313125108109947,0,0
0,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.4594463760648215,0.6654027791644962,0,0
1,0,0,0,0.025607055362205634,1,0,1,2,0,0,2,2,0,2,1,2,0.8039211381614382,-0.402510332636035,0,0
0,1,0,0,-0.21871512695797646,1,2,1,0,0,2,0,0,0,0,1,2,0.44164939212522314,-1.588340481403755,1,1
1,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,1,0,-1.3697093380558512,0.30077508708833156,0,0
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4960059100684764,-2.7580357189955564,0,0
1,1,0,0,1.5729808767233588,0,1,0,2,2,0,0,2,2,1,1,2,-0.2762469119465419,0.07407457532081212,0,1
0,0,0,0,-0.7888002190384014,1,2,1,0,0,0,0,0,2,0,1,2,0.7042133181514708,0.30077508708833156,0,0
0,0,1,1,-0.30015585439803716,0,1,0,2,2,2,0,2,2,0,1,1,-0.2047896409393986,0.30077508708833156,1,0
1,0,0,0,1.4100994218432374,1,0,0,0,0,0,2,0,0,2,0,0,-0.47233895796614456,-0.2520732898077774,0,0
1,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,2,0,1,2,-0.9742016520163136,-0.12733226898156708,1,0
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,0,2,-0.6784017859867437,0.909354962081683,1,0
0,0,0,0,0.43281069256250915,1,2,2,1,1,1,1,1,1,2,1,1,-1.2982520670487077,0.30077508708833156,0,0
0,0,0,0,-0.38159658183809786,1,0,1,2,0,0,0,0,0,0,1,0,0.3402797751150897,0.30077508708833156,0,0
0,0,1,1,1.2879383306831464,1,0,2,1,1,1,1,1,1,2,0,3,-1.481049737066981,0.30077508708833156,0,0
1,0,0,1,1.002895784642934,1,0,2,1,1,1,1,1,1,2,1,3,-1.5009913010689746,0.30077508708833156,0,0
0,1,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.18905624809997262,0.7850663019847097,1,1
0,1,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.7740087921584478,0.7001771204343972,0,1
0,0,0,0,-0.9924020376385531,1,2,0,2,0,0,2,0,2,0,0,2,0.21232140610229844,0.5565206115961684,1,0
0,0,1,0,1.1657772395230555,1,2,1,0,2,0,0,2,2,2,1,0,1.2060760122016398,0.6239995280708244,0,0
1,0,0,0,1.2879383306831464,1,2,1,2,2,0,0,0,0,1,1,1,0.6493740171459885,0.4792503118202165,0,0
1,1,1,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,0,-1.3564149620545218,0.30077508708833156,0,1
0,0,1,1,1.3286586944031769,1,2,1,2,2,0,2,2,0,2,1,1,1.1396041321949948,0.6988617687437855,0,0
1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,0.6489359238473139,0,0
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,2,-0.6351950639824246,0.26099396960302024,1,0
1,0,0,1,-0.0965540357978854,1,0,0,0,2,2,0,2,0,1,0,1,-0.00869759491979612,-2.4761426742756543,0,0
1,0,1,1,-0.7073594915983407,1,0,0,0,2,2,2,0,2,0,1,3,0.1574821050968162,0.30077508708833156,0,0
0,0,1,1,-0.9924020376385531,1,0,0,0,0,0,2,2,2,0,1,2,0.12590796209365976,0.5580370200510129,0,0
1,0,0,0,-1.0331224013585834,1,2,1,0,0,0,0,2,2,0,0,3,1.0049985751815391,0.7166039936649978,1,0
0,0,1,1,1.5322605130033284,1,2,1,2,2,2,0,2,2,1,1,1,1.4420511862252297,0.8943130947926335,0,0
1,0,1,1,1.2064976032430856,1,0,0,2,2,2,2,2,2,2,0,2,0.7091987091519689,0.4630530310441154,0,0
0,0,1,1,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,3,-1.4976677070686424,0.30077508708833156,0,0
0,0,1,1,-0.748079855318371,1,0,1,0,0,0,0,0,2,0,1,0,0.5363718211346925,0.30077508708833156,0,0
0,0,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,0,0,1,0,0.6443886261454905,-5.372770409237254,0,0
1,0,1,1,-0.4223169455581282,1,0,2,1,1,1,1,1,1,1,0,3,-1.4827115340671475,0.158880494734748,0,0
1,0,1,1,-0.6666391278783103,1,0,0,2,0,2,0,2,0,2,0,3,-0.017006579920626735,0.30077508708833156,0,0
1,0,0,0,-0.9109613101984924,1,2,2,1,1,1,1,1,1,2,0,0,-1.2982520670487077,-0.8630094605090863,0,0
0,0,0,1,-0.7888002190384014,1,0,0,2,2,0,0,0,0,0,1,2,-0.29120308494803704,0.8628630302698118,0,0
0,0,1,0,-0.5037576729981889,1,2,1,2,0,0,0,0,0,0,0,2,0.5862257311396761,0.30077508708833156,1,0
0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,0.30077508708833156,0,0
1,0,0,0,0.8400143297628127,1,2,0,0,2,2,2,0,2,2,1,0,0.30372024111143525,0.06419192592845079,0,0
0,0,1,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,1,0,3,-1.4677553610656522,-1.152045718598289,0,0
1,0,1,0,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,3,-1.491020519067978,0.30077508708833156,0,0
0,0,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,1,0,0.20401242110146783,-0.6320561051234992,1,0
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,0,0.8072447321617703,0.6729954897467706,0,0
1,1,1,0,1.0436161483629645,0,1,0,0,2,2,0,0,2,0,1,2,-0.6468276429835875,-0.7075624631984431,1,1
0,0,1,1,-0.6666391278783103,1,0,2,1,1,1,1,1,1,0,0,2,-1.4744025490663168,-0.2846186600440919,0,0
1,0,1,0,0.43281069256250915,1,0,1,2,0,2,2,0,0,1,1,0,0.6477122201458225,-0.10827006342230637,0,0
0,0,1,0,-1.2367242199587352,1,2,1,0,0,2,2,2,2,0,1,2,1.3174164112127704,-0.9971209938720524,1,0
1,0,1,0,-0.748079855318371,1,0,0,0,2,2,2,2,2,2,0,3,0.5712695581381809,0.30077508708833156,0,0
0,0,1,0,0.8400143297628127,1,0,1,0,0,2,0,2,2,1,1,0,1.0000131841810405,0.41841592412532147,1,0
0,0,0,0,-0.015113308357824713,1,0,2,1,1,1,1,1,1,1,0,0,-1.4694171580658184,0.7150511039936474,0,0
0,0,1,0,0.06632741908223598,1,2,2,1,1,1,1,1,1,0,0,2,-1.33148800705203,0.8788216459086713,0,0
0,1,0,0,-0.7073594915983407,1,2,1,0,0,0,0,0,0,0,1,3,0.32200000811326246,0.30077508708833156,1,1
0,1,0,0,-1.0331224013585834,1,0,1,2,0,0,0,0,0,0,0,0,0.3884718881199074,0.4257069514927152,1,1
0,0,1,1,-0.7073594915983407,1,2,1,0,2,2,0,2,2,0,1,0,1.3489905542159264,0.30077508708833156,0,0
1,0,1,0,1.1657772395230555,1,0,2,1,1,1,1,1,1,1,1,1,-1.4694171580658184,0.30077508708833156,0,0
0,0,0,0,-1.2774445836787656,0,1,0,0,2,0,0,0,0,0,0,0,-1.156999322034587,-0.506748257108614,1,0
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,3,-0.6468276429835875,0.2589525403775922,0,0
1,0,0,0,-0.9924020376385531,1,2,1,0,0,0,0,0,2,0,0,0,0.6560212051466532,0.7274072200404069,1,0
1,0,1,1,0.025607055362205634,1,0,0,2,0,2,0,2,2,1,0,1,0.3319707901142591,-0.9440184895858892,0,0
0,0,0,0,-0.7888002190384014,1,0,1,0,2,2,0,0,0,0,1,2,0.4815325201292102,0.30077508708833156,1,0
0,0,1,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,1,2,-1.328164413051698,-1.0292046930205385,1,0
1,0,0,0,-0.5037576729981889,1,0,0,0,2,0,0,0,0,0,1,3,-0.4307940329619915,0.30077508708833156,0,0
1,0,0,0,-1.1960038562387048,0,1,0,0,0,0,2,0,0,0,0,2,-1.1420431490330922,0.9180612583908451,0,0
0,0,0,0,-0.7888002190384014,1,0,2,1,1,1,1,1,1,1,0,2,-1.4993295040688086,-0.9632560542568207,0,0
0,0,1,0,0.3106496014024181,1,2,0,0,2,0,0,0,0,0,0,1,-0.27126152094604356,-1.0731334955582112,0,0
1,0,1,1,0.43281069256250915,1,2,0,2,0,0,2,0,2,1,1,1,0.2372483611047903,-0.30811957480142166,0,0
1,0,1,0,-1.0738427650786138,1,0,1,0,2,2,0,0,2,0,1,2,0.8720548151682491,0.4861124889327758,1,0
0,0,1,1,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,0,-1.4960059100684764,0.30077508708833156,0,0
0,0,1,1,1.6137012404433893,1,2,1,2,2,2,0,2,2,2,0,1,1.4935668932303794,0.9131865758223906,0,0
1,0,1,1,1.0843365120829946,1,0,2,1,1,1,1,1,1,2,0,1,-1.5109620830699715,0.30077508708833156,0,0
0,0,1,0,-0.5037576729981889,1,0,1,2,2,0,2,2,0,0,1,2,1.0565142821866886,-2.654986794446423,0,0
1,0,1,1,-0.3408762181180675,1,2,2,1,1,1,1,1,1,2,1,0,-1.3514295710540236,0.6033611217194499,0,0
1,0,0,0,1.0843365120829946,1,2,1,0,2,2,2,2,2,0,1,2,1.5484061942358611,0.7119380714742906,0,0
1,0,1,1,1.6137012404433893,1,2,1,0,2,2,2,2,2,2,1,0,1.5783185402388515,0.9050803235328202,0,0
1,0,0,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.462769970065154,-2.0150723493244436,0,0
0,0,1,0,-0.21871512695797646,1,0,1,2,0,0,2,2,2,1,1,1,1.2343265612044643,-0.6727218134331531,0,0
0,0,0,0,-0.748079855318371,1,0,1,0,2,0,2,0,0,0,1,1,0.5081212721318681,0.30077508708833156,0,0
1,0,1,1,1.5729808767233588,1,2,1,2,0,2,0,2,2,2,0,2,1.3556377422165908,0.8368332458053562,0,0
1,0,0,1,-0.7888002190384014,1,0,1,0,0,0,0,2,0,0,1,1,0.4499583771260538,0.30077508708833156,0,0
1,0,0,0,0.47353105628253944,1,0,1,0,0,0,0,0,0,0,0,1,0.13587874409465642,-0.4679591606713047,0,0
0,0,0,0,0.025607055362205634,1,0,1,0,2,0,2,0,0,1,1,0,0.5047976781315361,-0.6696138570431361,0,0
1,0,1,1,1.6137012404433893,0,1,0,2,2,2,2,0,2,2,1,1,-0.3094828519498643,0.1534451209577729,0,0
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,2,0,0,2,0.50313588113137,0.8912773785577106,1,0
0,0,0,0,-0.5444780367182193,1,0,1,2,0,2,2,2,2,0,1,2,1.3905354792200795,-2.426982246530505,1,0
1,0,1,0,1.2879383306831464,1,0,1,0,2,2,2,2,2,1,1,1,1.2526063282062914,0.7307275600410243,0,0
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,0,1,1,-0.6235624849812617,0.9337938728895039,1,0
0,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,0,2,-1.3132082400502028,-0.8807367104539991,0,0
1,0,0,1,1.1657772395230555,1,0,2,1,1,1,1,1,1,2,0,3,-1.4960059100684764,0.30077508708833156,0,0
0,0,1,1,-0.13727439951791576,1,0,2,1,1,1,1,1,1,1,0,2,-1.4876969250676457,0.5032247762014891,0,0
